cible,cote,equipe,attaque,defense,moyenne_ligue,n_matchs,n_equipes,lissage,demi_vie,gain_valide_pct,periode,ligues
smt_tirs_dom,dom,Colorado,1.1215,1.1247,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Ipswich Town,1.0703,0.915,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,R. Sociedad II,0.9571,1.1918,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Nuremberg,1.0936,0.9788,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Casa Pia,0.7901,1.0553,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Real Betis,1.1116,0.9016,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Luton,0.9297,0.9734,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Marseille,1.1982,0.8917,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Parme,0.931,1.1374,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Cincinnati,1.0811,1.11,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Kiel,0.9481,1.2114,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Spezia,1.0459,1.0546,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,P. Münster,0.9733,1.142,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Queens Park R.,0.9964,0.9076,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,NY Red Bulls,1.0184,1.1018,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Leeds United,1.0765,0.8955,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,S. Sounders,1.0939,0.9789,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Cardiff,1.089,0.9932,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,SC Bastia,0.9837,0.8322,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,West Ham,0.8997,1.1321,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Brunswick,1.0109,0.9879,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Wolfsbourg,1.0834,1.2216,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Reims,0.9617,0.9036,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Arouca,0.8525,1.0511,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Rodez,1.0175,1.0991,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Darmstadt,1.0912,1.1114,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Albacete,0.9857,1.0325,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Mafra,0.7883,0.9582,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Bari,0.866,1.1841,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Martigues,0.8902,1.1835,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Hoffenheim,1.0152,1.0308,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Gérone,0.9432,1.0886,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Moreirense,0.7554,0.9731,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Cadix,0.8677,1.1137,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,San Jose E.,1.1621,1.0735,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Bologne,1.1035,0.8644,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Bristol City,0.9405,0.9652,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Saint-Étienne,1.0,1.0661,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Deportivo,0.9795,1.0122,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,New York City,1.0467,0.951,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Boavista,1.0038,1.0967,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_dom,dom,Nantes,1.0147,1.0472,7.4303,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Pau,1.0563,0.8964,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,DC United,1.0162,1.1904,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,St. Lavallois,0.7906,1.0279,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Fulham,1.0649,0.9481,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Villarreal,1.0755,1.0081,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Leganes,0.9355,1.0497,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Castellon,1.1179,0.9538,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Lille,1.0827,0.8812,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Aston Villa,1.0692,0.9791,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Everton,0.9196,0.9278,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,LA Galaxy,1.1534,1.0734,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Felgueiras,0.7967,0.973,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,P. Ferreira,1.0112,1.1167,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Le Mans,0.9042,0.9764,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Penafiel,0.9397,0.9614,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Inter Miami,1.0468,1.058,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,RC Lens,1.2013,0.928,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Oxford Utd,0.8526,0.9931,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - Troyes,1.0879,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Cordoba,1.2736,0.8959,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Strasbourg,1.0113,1.0543,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,V. Whitecaps,1.1913,0.8536,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Montpellier,0.9183,0.9993,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Man City,1.252,0.9271,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Rome,0.9699,0.8438,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Cagliari,0.8774,1.0527,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Fribourg,0.97,1.0892,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Portsmouth,0.8569,0.9794,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Charlotte,0.8247,1.0621,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Cologne,1.0538,0.9405,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Mayence,0.9438,1.07,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Paderborn,1.1189,1.066,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Real Saragosse,1.1351,0.878,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Rio Ave,0.819,1.1578,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Lorient,1.037,0.886,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Crystal Palace,0.9124,0.9413,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Minnesota Utd,1.0701,0.9436,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Malaga,1.0468,1.1086,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Real Madrid,1.1827,0.9784,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,SM Caen,1.0193,0.971,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Arsenal,1.0292,0.7874,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,UD Oliveirense,0.8624,1.0059,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Heidenheim,1.0921,1.2095,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,M'gladbach,1.0606,1.3334,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Porto II,1.0183,0.9862,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - Angers,0.9793,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Pise,0.8592,1.066,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,FC Andorra,1.0808,0.7771,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Leixões,0.9055,0.9504,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Côme,1.0527,0.7528,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Liverpool,1.3014,0.9643,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Palerme,1.1067,1.0218,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Grenade,0.9127,0.9227,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Virtus,1.0612,1.0234,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Stuttgart,1.1429,0.96,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Annecy,0.9086,0.9152,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,West Bromwich,0.9944,0.8914,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Tenerife,0.9637,0.9806,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Oviedo,0.9133,1.0274,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,St. Louis,1.0166,0.9262,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Wrexham,0.867,0.9473,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Ath. Bilbao,1.0214,0.7924,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - SC Bastia,0.907,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Calcio Padova,0.9358,1.1824,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Preston,0.8716,1.2056,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Milan,1.107,0.9846,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,PSG,1.3384,0.7807,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Blackburn,0.9481,0.8719,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Dallas,0.9453,1.0831,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,AVS,0.9408,1.1579,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Bournemouth,1.1535,0.9975,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - US Boulogne,1.0155,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - Pau,0.9251,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Catanzaro,0.9894,0.8992,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Südtirol,0.9922,1.0954,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - Strasbourg,0.9612,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Lourosa,0.7314,1.0861,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
smt_tirs_ext,ext,Étienne - Nantes,0.9974,1.0,6.1421,8076,310,8,25.0,0.04,02/08/2024 - 01/08/2026,Bundesliga / Championship / LaLiga / LaLiga 2 / Ligue 1 / Ligue 2 / MLS / Premier League
